kapitola;financni_misto;akce;rozpoctova_polozka;castka
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Nákup ostatních služeb;4052000.0
Úřad vlády České republiky;Úřad vlády České republiky;Vytvoření e-learningového programu a portálu pro RIA;Programové vybavení;2409750.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Ostatní osobní výdaje;144627.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;36157.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;13016.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Konzultační, poradenské a právní služby;1121185.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Nákup ostatních služeb;754330.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Pohoštění;32640.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;4144562.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Ostatní osobní výdaje;2825553.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;1742529.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;627310.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Nákup ostatních služeb;7979800.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Cestovné (tuzemské i zahraniční);306000.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;41446.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Náhrady mezd v době nemoci;18105.0
Úřad vlády České republiky;Úřad vlády České republiky;Nepřiřazeno;Nákup ostatních služeb;1.056E7
Bezpečnostní informační služba;Bezpečnostní informační služba;D -ÚT;Ostatní kapitálové výdaje jinde nezařazené;8500000.0
Bezpečnostní informační služba;Bezpečnostní informační služba;Agregace akcí BIS;Ostatní kapitálové výdaje jinde nezařazené;9.7E7
Bezpečnostní informační služba;Bezpečnostní informační služba;Nepřiřazeno;Ostatní neinvestiční výdaje jinde nezařazené;1.042604E9
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Nákup ostatních služeb;1400000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery nefinančním podnikatelským subjektům-;600000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery obecně prospěšným společnostem;2.36E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery občanským sdružením;1.96E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;3300000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery vysokým školám;1500000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Nákup ostatních služeb;4000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery obecně prospěšným společnostem;1.6E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery občanským sdružením;5000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;1.2E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Peněžní dary do zahraničí;6000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Peněžní dary do zahraničí;3.0E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery mezinárodním organizacím;1.127744189E9
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Peněžní dary do zahraničí;8280000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Peněžní dary do zahraničí;1.5E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Nákup ostatních služeb;2.5E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Nákup ostatních služeb;2.0185E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;OAIS - Rozvoj systému na pořizování, přenos a zpracování žád;Programové vybavení;3000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Nákup materiálu jinde nezařazený;5000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Služby telekomunikací a radiokomunikací;3.93E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;1100000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Nákup materiálu jinde nezařazený;200000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Služby školení a vzdělávání;200000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;OAIS - Rozvoj aplikací;Programové vybavení;1.823475E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;OCST-Infrastrukturní HW investičního charakteru;Výpočetní technika;3500000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;OCST-Software investiční povahy;Programové vybavení;100000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Aplikace pro podporu služby ServisDesk;Programové vybavení;65250.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;OAIS-Informační systém pro Spisovou službu -  3. generace;Služby zpracování dat;700000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;OCST - Rozšíření strukturované kabeláže;Budovy, haly a stavby;100000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Černínský palác - posílení silových rozvodů;Budovy, haly a stavby;3000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Rekonstrukce Trautmannsdorfského paláce - Předprojektová a p;Budovy, haly a stavby;103000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Dlouhodobý hmotný majetek pro ústředí;Stroje, přístroje a zařízení;200000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nákup kopírovacích strojů ústředí 2013-2015;Stroje, přístroje a zařízení;500000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nákup služebních vozidel ústředí;Dopravní prostředky;1000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Technické zabezpečení budov v ústředí 2010-2016;Budovy, haly a stavby;1000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Technické zabezpečení budov v ústředí 2010-2016;Stroje, přístroje a zařízení;2000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;6.36807081E8
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Ostatní osobní výdaje;5051000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Platy představitelů státní moci a některých orgánů;1280000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;1.6078452E8
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;5.7882427E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Léky a zdravotnický materiál;30000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Prádlo, oděv a obuv;70000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Knihy, učební pomůcky a tisk;1350000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;3100000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Nákup materiálu jinde nezařazený;6714000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Studená voda;1950000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Plyn;3800000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Elektrická energie;1.925E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Pohonné hmoty a maziva;2110000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Služby pošt;900000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Služby telekomunikací a radiokomunikací;8580000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Služby peněžních ústavů;270000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Nájemné;100000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Konzultační, poradenské a právní služby;4000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Služby školení a vzdělávání;3400000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Nákup ostatních služeb;1.14198086E8
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Opravy a udržování;1.31E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Programové vybavení;1706000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Cestovné (tuzemské i zahraniční);3.6905E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Pohoštění;1800000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Účastnické poplatky na konference;60000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Ostatní poskytované zálohy a jistiny;10000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Poskytnuté neinvestiční příspěvky a náhrady (část);405000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Věcné dary;950000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Náhrady a příspěvky související s výkonem ústavní funkce a f;188000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery nefinančním podnikatelským subjektům-;600000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery obecně prospěšným společnostem;7700000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery občanským sdružením;5000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Ostatní neinvestiční transfery neziskovým a podobným organiz;500000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční transfery vysokým školám;500000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Neinvestiční  transfery cizím příspěvkovým organizacím;700000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;6368070.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;95000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Náhrady mezd v době nemoci;1800000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;OCST- Obnova serverových technologií na ZÚ;Výpočetní technika;2100000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;OCST-Infrastrukturní HW investičního charakteru;Výpočetní technika;1200000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;ZÚ Washington - výstavba ZÚ - předprojektová a projektová př;Budovy, haly a stavby;1.6913301E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;ZÚ Addis Abeba - výstavba komplexu ZÚ - projektová příprava;Budovy, haly a stavby;5000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;SM New York - Rekonstrukce (revitalizace) objektu;Budovy, haly a stavby;6921957.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;ZÚ Tokio - rekonstrukce TZB a stavební úpravy v objektu - II;Budovy, haly a stavby;2.0461E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Výstavba ZÚ Washington;Budovy, haly a stavby;1.4E8
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;IO- Paříž - Celková rekonstrukce objektu KO a bytů;Budovy, haly a stavby;4.1600742E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;IO - Pořízení DHMO mimo investiční akce;Stroje, přístroje a zařízení;1000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Dlouhodobý hmotný majetek pro zahraničí;Stroje, přístroje a zařízení;800000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nákup kopírovacích strojů pro zahraničí;Stroje, přístroje a zařízení;500000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nákup služebních vozidel pro ZÚ;Dopravní prostředky;3000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Rezerva OSR na financování programu;Budovy, haly a stavby;1.05E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Technické zabezpečení budov v zahraničí;Budovy, haly a stavby;1000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Technické zabezpečení budov v zahraničí;Stroje, přístroje a zařízení;6000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Léky a zdravotnický materiál;30000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Prádlo, oděv a obuv;90000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Knihy, učební pomůcky a tisk;4520000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;1.725E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Nákup materiálu jinde nezařazený;3.19E7
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Studená voda;8000000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Teplo;9500000.0
Ministerstvo zahraničních věcí;Ministerstvo zahraničních věcí;Nepřiřazeno;Plyn;1.35E7
